Id,Name,category,lowprice,highprice,health_index,star1,star2,star3,star4,star5,Accept_Credit_Card,Alcohol,Appointment_Only,Caters,Delivers,Dogs_Allowed,Outdoor_Seating,Parking,Smoking_allowed,Take_out,Takes_Reservations,Wheelchair_Accessible,WIFI,Opened_24hrs,Ambience,Attire,Noise_Level,Music
3AC3j3K25rdYLDe3D2Ld4w,SF Wraps,"Mediterranean,Fast Food",Under $10,Under $10,,0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,No,,Casual,,Average,
_GunRIpJwrm5aZWb6bHSsQ,The Irish Bank Bar & Restaurant,"Irish,Irish Pub",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
13mL2ubsel9-BB4oxa6MBw,Le Central,French,$31-60,$31-60,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,,Casual,Average,
cj14YLKJk5fWDjYc6auZVg,Bob’s Steak & Chop House,"Steakhouses,Seafood",$31-60,$31-60,"
                                98 out of 100
                            ",30,72,119,169,161,Yes,Full Bar,,No,,,No,,,Yes,Yes,,No,,"Classy, Upscale",Dressy,Average,
weV0R2I-nc73zbmkd-Etdw,Locali Mediterranean,"Greek,Mediterranean,Halal",Under $10,Under $10,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
Bs-uBmaaGhr3XF6uFXfAFw,Palio d’Asti,"Italian,Desserts,Wine Bars",$11-30,$11-30,"
                                98 out of 100
                            ",27,47,118,183,123,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
WxxE5kE8omgQhJE8sWIvmA,Tadich Grill,"Seafood,American (Traditional)",$31-60,$31-60,"
                                79 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,No,Yes,No,,Classy,Casual,Average,
ztL8KI0ed0snCiK88ZUfNw,Perbacco,"Italian,Bars",$31-60,$31-60,"
                                85 out of 100
                            ",61,116,320,765,668,Yes,Full Bar,,Yes,,No,No,"Valet, Garage, Street",,No,Yes,Yes,No,,Classy,Dressy,Average,
Wd5ho0_FKk9n7uV8pSCYIg,Barbacco,"Italian,Bars",$11-30,$11-30,"
                                89 out of 100
                            ",57,88,248,694,426,Yes,Beer & Wine Only,,Yes,,,No,Valet,,Yes,Yes,,No,,Trendy,Casual,Average,
_mdxYZT1RDtKTZcYz9mo8g,Mangia Tutti Ristorante,Italian,$11-30,$11-30,"
                                94 out of 100
                            ",30,27,53,126,140,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
ka1_lat2boQwLMsOCiwGiA,R&G Lounge,"Chinese,Seafood,Soup",$11-30,$11-30,"
                                62 out of 100
                            ",359,334,754,1536,1113,Yes,Full Bar,,No,,,No,"Garage, Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Loud,
H-VZhA-SKTtuaFbG_U-qHQ,Fish & Farm,"American (New),Seafood,Breakfast & Brunch",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
CTKtRkISS8sF4Bd1UXyimw,Oolong Noodles Restaurant,"Sushi Bars,Noodles,Seafood",$11-30,$11-30,"
                                100 out of 100
                            ",43,35,64,78,77,Yes,Beer & Wine Only,,Yes,,No,No,"Garage, Street",,Yes,Yes,Yes,No,,Casual,Casual,Average,
aDM5I7syc0LR49nf7pLIXQ,Nico,"American (New),French",$31-60,$31-60,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,No,Yes,Yes,No,,,Casual,Average,
zR_f2QngVJFu9kkRpxXvYQ,Grant Place Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                92 out of 100
                            ",166,53,46,61,37,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
Kk72llJNg0Ae85cEOmeSmA,Ziggy’s Burgers,"Burgers,American (New),Halal",$11-30,$11-30,"
                                82 out of 100
                            ",63,70,69,171,160,Yes,No,,No,,,No,Street,,Yes,No,,Free,,Casual,Casual,Average,
cD7OpbJAVpfNF6cBKaoRbw,Imperial Palace,"Dim Sum,Cantonese,Seafood",$11-30,$11-30,"
                                74 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
jcFf2ZnJYL0nWCdIpqiA-g,Trestle,American (New),$31-60,$31-60,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Trendy,Casual,Average,
8zVnG-g4dRNQtheaTv6t1Q,Peninsula Seafood Restaurant,"Seafood,Dim Sum",$11-30,$11-30,"
                                78 out of 100
                            ",55,29,35,50,26,Yes,Beer & Wine Only,,No,,,No,Street,,Yes,Yes,,No,,Casual,Casual,Average,
qKVwVCJ_5D0iOxJYE9wSJw,Roka Akor - San Francisco,"Steakhouses,Japanese,Cocktail Bars",Above $61,Above $61,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Garage, Street",,Yes,,,Free,,Upscale,Dressy,Average,
QxHtdBOe3Kppf8tEd2Wm6A,Great Eastern Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                83 out of 100
                            ",249,217,390,687,297,Yes,Beer & Wine Only,,No,,No,No,"Street, Validated",,Yes,Yes,,No,,Casual,Casual,Average,
GzOumj6_QOeQByuc_0yajQ,Z & Y Restaurant,"Chinese,Seafood,Soup",$11-30,$11-30,"
                                69 out of 100
                            ",197,116,206,454,416,Yes,Beer & Wine Only,,No,,,No,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
CvmIfaftFA4bp0HBnwQ_bw,Cafe Zoetrope,"Italian,Pizza",$11-30,$11-30,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
PsY5DMHxa5iNX_nX0T-qPA,Kokkari Estiatorio,"Greek,Mediterranean",$31-60,$31-60,"
                                87 out of 100
                            ",80,137,332,1066,2552,Yes,Full Bar,,No,,,No,Street,,No,Yes,,No,,Classy,Dressy,Average,
fL02NLRFLMQT7Pot44gxhA,Comstock Saloon,"Lounges,American (New)",$11-30,$11-30,"
                                92 out of 100
                            ",45,40,117,344,338,Yes,Full Bar,,No,,,No,"Garage, Street",,Yes,Yes,,No,,Casual,Casual,Average,Live
zFxD8QinHt69Bs7M2mgB-Q,Quince,"French,Italian",Above $61,Above $61,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,"Valet, Street",,No,Yes,,No,,"Classy, Upscale",Dressy,Quiet,
u-pywNLq06dgqR48kbFR9w,One Market Restaurant,American (New),$31-60,$31-60,"
                                90 out of 100
                            ",82,139,325,432,284,Yes,Full Bar,,No,,,No,Valet,,Yes,Yes,,Free,,Classy,Dressy,Average,
HG5cvtfUcpMojb2RyB2ZJQ,Coi,American (New),Above $61,Above $61,"
                                93 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,Yes,Free,,Upscale,Dressy,Quiet,
MWaeG9XhJdFzbcrSrpF6mQ,Tommaso’s,"Italian,Pizza,Seafood",$11-30,$11-30,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
F6SOy6-3tP4i-ipACZUS0g,È Tutto Qua,"Italian,Seafood,Pizza",$11-30,$11-30,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Loud,
4PPbzm5zh8li_R6gKifmQg,Horizon Restaurant and Lounge,"American (New),Lounges",$11-30,$11-30,"
                                89 out of 100
                            ",50,53,65,69,48,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Trendy,Dressy,Very Loud,
m_enEcSpZDdF1RF65eCbvg,Americano,"Italian,American (New),American (Traditional)",$11-30,$11-30,,99,111,309,392,103,Yes,Full Bar,,No,,Yes,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,,Casual,Average,
Tttm1r5Dw1sRMCfc3EQWPw,Boulevard,American (New),Above $61,Above $61,"
                                92 out of 100
                            ",86,179,383,777,1116,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,No,,Classy,Dressy,Average,
5wmrWv9RTUlsim4c02lz2w,Gott’s Roadside,"Burgers,Seafood,Sandwiches",$11-30,$11-30,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,,Average,
ZiF9L8JML7kwfOi989OaTQ,The Stinking Rose,"Italian,Seafood,American (Traditional)",$11-30,$11-30,"
                                94 out of 100
                            ",364,525,829,1126,815,Yes,Full Bar,,No,,No,No,"Garage, Street",,Yes,Yes,Yes,No,,Touristy,Casual,Average,
aUfbSFtjmDWQcqdXg8oeZQ,Boulettes Larder & Boulibar,"French,Breakfast & Brunch,Mediterranean",$11-30,$11-30,"
                                100 out of 100
                            ",86,81,114,175,185,Yes,Full Bar,,Yes,,,Yes,"Valet, Street, Validated",,Yes,Yes,,No,,,Casual,Average,
kgKMZc97EdDaq77dtTqqNQ,Franchino,Italian,$11-30,$11-30,"
                                92 out of 100
                            ",61,43,83,273,584,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,Casual,Casual,Average,
bC3FfFqfaQu7gZznjkmt9Q,Mona Lisa Restaurant,Italian,$11-30,$11-30,"
                                79 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Romantic,Casual,Average,
ZfDcbuLBx8-CVtTUjFCQPA,Perry’s,"American (Traditional),Bars,Breakfast & Brunch",$11-30,$11-30,"
                                80 out of 100
                            ",55,91,170,246,134,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
ZuhygpLHdwsELMWa3Nbymw,The Slanted Door,"Vietnamese,Asian Fusion,Bars",$31-60,$31-60,"
                                87 out of 100
                            ",366,669,1190,1727,1400,Yes,Full Bar,,No,,No,Yes,"Street, Validated",,No,Yes,Yes,No,,Trendy,Casual,Average,
Qbr2JG96K6d31NqqAUxf9g,La Mar Cebichería Peruana,"Seafood,Peruvian",$31-60,$31-60,"
                                94 out of 100
                            ",199,290,557,1174,1173,Yes,Full Bar,,No,,No,Yes,Street,,Yes,Yes,,Free,,Trendy,Casual,Average,
Xg-FyjVKAN70LO4u4Z1ozg,Hog Island Oyster Co,"Seafood,Seafood Markets,Live/Raw Food",$11-30,$11-30,"
                                100 out of 100
                            ",96,135,440,1837,2828,Yes,Full Bar,,No,,No,Yes,"Street, Validated",,No,No,,No,,Casual,Casual,Average,
1hkvOkD9MZINKlDzIweByw,Trattoria Pinocchio,"Italian,Pizza",$11-30,$11-30,"
                                73 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,,Casual,Average,
DeGdhZKXoTnyyFc8GC2BHg,Waterfront Restaurant,"Seafood,American (Traditional)",$31-60,$31-60,"
                                96 out of 100
                            ",234,215,179,276,159,Yes,Full Bar,,No,,,Yes,Valet,,Yes,Yes,,Free,,,Casual,Average,
GJ0eh6qBV0NjVwmPQUkHXQ,Firenze by Night Ristorante,Italian,$11-30,$11-30,"
                                92 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,,Casual,Average,
OpBTLNaGnGcn8DRsLcEfQQ,Maykadeh,"Middle Eastern,Persian/Iranian",$11-30,$11-30,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,No,No,,,Yes,Yes,Yes,No,,Classy,Casual,Average,
eG5VcB6XuSp-C1mAggD_Cg,Piperade,"Basque,French",$31-60,$31-60,"
                                86 out of 100
                            ",25,64,144,338,266,Yes,Full Bar,,Yes,,,Yes,Street,,No,Yes,,No,,,Dressy,Average,
iZCSLA7clUGpUFzRnZtQkw,Sodini’s Green Valley Restaurant,"Italian,Pizza",$11-30,$11-30,"
                                81 out of 100
                            ",47,59,81,232,413,Yes,Full Bar,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
PTFxtXS47ZVRCdZIrEWvGw,Golden Boy Pizza,"Pizza,Italian",Under $10,Under $10,"
                                92 out of 100
                            ",58,98,292,965,1652,No,Beer & Wine Only,,Yes,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,
8dUaybEPHsZMgr1iKgqgMQ,Sotto Mare Oysteria & Seafood,"Seafood,Italian,Bars",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
tzQaJ4-X7wZocpYBKKCRhQ,North Beach Restaurant,Italian,$31-60,$31-60,"
                                87 out of 100
                            ",97,98,96,190,265,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,,No,,Classy,Dressy,Average,
JJnkXwf96vh1Uu7XZWZZAg,Cafe Jacqueline,French,$31-60,$31-60,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Street,,No,Yes,,No,,"Intimate, Romantic",Casual,Quiet,
mSMZJj2pFvttWLpcDmgrEA,Tony’s Pizza Napoletana,"Pizza,Italian,Cocktail Bars",$11-30,$11-30,"
                                90 out of 100
                            ",304,234,401,1056,2293,Yes,Full Bar,,Yes,,Yes,Yes,"Valet, Street",,Yes,No,,No,,Casual,Casual,Average,
GtKxIGU6LJu14UErdNulmQ,Original Joe’s,"Italian,Steakhouses",$11-30,$11-30,"
                                92 out of 100
                            ",84,107,145,327,496,Yes,Full Bar,,Yes,,,Yes,"Valet, Street",,Yes,Yes,Yes,Free,,Classy,Casual,Average,
66khyY7kxNKiW6x7anZj9g,Il Pollaio,"Italian,Argentine",$11-30,$11-30,"
                                92 out of 100
                            ",2,17,39,118,184,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,
p4noc5fB5D3l54uik05XNA,Michelangelo Ristorante & Caffe,"Italian,Pizza",$11-30,$11-30,"
                                96 out of 100
                            ",94,78,82,119,152,No,No,,No,,,No,Street,,Yes,No,,No,,Casual,Casual,Average,
UjeOgcv831QTChTP04-Uag,Mario’s Bohemian Cigar Store Cafe,"Italian,Bars",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Casual,Casual,Average,
PoAS5PsaEBX5OvzfvHj-2A,Acquolina,"Pizza,Italian,Wine Bars",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,Yes,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,
6e7gMgVJRQ5rtkIbTF6TLQ,Trattoria Contadina,Italian,$11-30,$11-30,"
                                86 out of 100
                            ",31,73,143,402,566,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,No,,Intimate,Casual,Average,
5K6QqbUEudvCO0HyRqAJ4g,Piazza Pellegrini,Italian,$11-30,$11-30,"
                                82 out of 100
                            ",76,76,100,159,190,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
yNFkf19tzELzDEo2MA5-Yg,Il Fornaio,"Italian,Pizza,Sandwiches,Seafood,Cafes",$11-30,$11-30,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,Free,,Classy,,Average,
3f3mowACWFovTKv0YlcMgQ,Pier 23 Cafe,"Seafood,Bars,American (New)",$11-30,$11-30,"
                                89 out of 100
                            ",188,169,322,582,324,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,No,,Casual,Casual,Average,Live
pL4Yj7YlaNVbB0TzmOXKNw,Fog City,"American (New),Seafood,Breakfast & Brunch",$11-30,$11-30,,94,107,117,165,165,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,Yes,Yes,Free,,Casual,Casual,Average,
o43B4DnnQbvkdDK6AVafQg,Piccolo Forno,"Pizza,Italian",$11-30,$11-30,"
                                86 out of 100
                            ",0,0,0,0,0,Yes,No,,No,,No,Yes,Street,,Yes,No,Yes,Free,,Casual,Casual,Average,
K9XVDlPNhrrSVEJN7uWqJQ,Italian Homemade Company,"Grocery,Italian",$11-30,$11-30,"
                                82 out of 100
                            ",0,0,0,0,0,Yes,No,,Yes,,No,Yes,Street,,Yes,No,Yes,No,,Casual,Casual,Average,
_D1Ev_zTZs5ijHkleK6C2w,Hillstone,"American (New),Diners,Wine Bars",$31-60,$31-60,"
                                96 out of 100
                            ",121,121,247,709,841,Yes,Full Bar,,No,,,Yes,Street,,No,Yes,,No,,Classy,,Average,
wdlyeH5ug7uZpvtb-N97fQ,The Buena Vista,"Bars,Cafes,Breakfast & Brunch",$11-30,$11-30,"
                                98 out of 100
                            ",135,123,263,801,974,Yes,Full Bar,,No,,,No,Street,,Yes,No,,Free,,"Casual, Touristy",Casual,Average,
WavvLdfdP6g8aZTtbBQHTw,Gary Danko,"American (New),French,Wine Bars",Above $61,Above $61,"
                                98 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,No,Yes,Yes,No,,"Classy, Upscale",Dressy,Average,
YQjAeNqo9V8Xw_ECSj7eHQ,Blue Mermaid Restaurant,"Seafood,Cocktail Bars",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Valet, Street",,Yes,Yes,,Free,,Casual,Casual,Average,
Nf7y336Y0VwcWis3PO-Otg,Capurro’s,"Seafood,Italian,Cocktail Bars",$11-30,$11-30,"
                                91 out of 100
                            ",98,82,122,207,224,Yes,Full Bar,,No,,,Yes,Private Lot,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
ImPPcbVqEFhNw42S2BZ_EA,Jacks Cannery Bar,"American (New),Cocktail Bars",$11-30,$11-30,"
                                96 out of 100
                            ",84,37,84,105,72,No,Full Bar,,No,,,Yes,Street,,No,No,,No,,Casual,Casual,Average,Juke Box
6h7YCp2KLfbu3tbRmNSb-g,Cioppino’s,"Italian,Seafood,Bars",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,"Street, Validated",,Yes,Yes,,Free,,Casual,Casual,Average,
afBjDUDJ29UEz96uZD27mA,McCormick & Kuleto’s Seafood & Steaks,"Seafood,Steakhouses",$31-60,$31-60,"
                                96 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Street,,Yes,Yes,,Free,,,Casual,Average,
i09UMzccKgyLwGYKDVP28w,Surisan,"Korean,American (New),Breakfast & Brunch",$11-30,$11-30,"
                                94 out of 100
                            ",23,32,82,251,565,Yes,Beer & Wine Only,,Yes,,,Yes,Street,,Yes,Yes,Yes,Free,,"Casual, Trendy",Casual,Average,
djqM0f9jSqWx_xOnIIu19A,Lou’s Fish Shack,"Jazz & Blues,Seafood,Salad",$11-30,$11-30,"
                                85 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Garage, Street",,Yes,No,,No,,Casual,Casual,Average,Live
5tmp6OoIzM6af3717J3tFQ,Castagnola’s,"Jazz & Blues,Steakhouses,Seafood",$11-30,$11-30,"
                                79 out of 100
                            ",258,121,73,78,74,Yes,Full Bar,,No,,,Yes,"Street, Validated",,Yes,Yes,,Free,,Touristy,Casual,Average,Live
jqEpBbf_qNfWuz_GBkwCjw,Scoma’s Restaurant,"Seafood,Italian,Lounges",$31-60,$31-60,"
                                100 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,"Valet, Validated",,Yes,Yes,Yes,Free,,Classy,Casual,Average,
3RJUL5DfLbd0NkPauggmbg,Tarantino’s Restaurant,Seafood,$11-30,$11-30,"
                                75 out of 100
                            ",87,94,100,169,117,Yes,Full Bar,,No,,,Yes,"Street, Validated",,Yes,Yes,,Free,,Classy,Casual,Quiet,
my1kuM1UbTH726inLe1n-g,Alioto’s Restaurant,"Seafood,Wine Bars,Cocktail Bars",$11-30,$11-30,"
                                96 out of 100
                            ",367,268,264,343,376,Yes,Full Bar,,No,,,Yes,,,Yes,Yes,Yes,No,,Touristy,Casual,Average,
xJOqHjh0EpCww-rNla6iPA,Sabella & La Torre,"Seafood,Italian,Bars",$11-30,$11-30,"
                                88 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,,,Yes,No,,No,,"Casual, Touristy",Casual,Loud,
wl9l3GJgisM2tDkrngYV1Q,Cafe 8,"Italian,Seafood,Pizza",$11-30,$11-30,"
                                90 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Garage, Street, Validated",,Yes,No,,No,,Touristy,Casual,Average,
EOM6CItD6sI5P3a-JV61_Q,Applebee’s Grill + Bar,"Burgers,American (Traditional),Sports Bars",$11-30,$11-30,"
                                100 out of 100
                            ",225,68,25,35,74,Yes,Full Bar,,No,,,Yes,Street,,Yes,Yes,Yes,Free,,Casual,Casual,Average,
TgFUSRFSgfNhzi-2ZWC8Ug,Kennedy’s Irish Pub & Curry House,"Indian,Pubs,Irish",$11-30,$11-30,,0,0,0,0,0,Yes,Beer & Wine Only,,No,,,Yes,Street,,Yes,No,,No,,Divey,Casual,Average,Juke Box
zVkmaOTMq2xpkbK9whCLmQ,Bistro Boudin,"Bakeries,Beer, Wine & Spirits,Seafood",$11-30,$11-30,,0,0,0,0,0,Yes,Full Bar,,Yes,,,Yes,"Street, Validated",,No,Yes,,No,,Touristy,Casual,Average,
jdKWSulGisIZ6zaXrAprvQ,Pescatore,"Italian,Seafood",$11-30,$11-30,"
                                92 out of 100
                            ",38,58,54,85,95,Yes,Full Bar,,Yes,,,Yes,Street,,Yes,Yes,,No,,Casual,Casual,Average,
KfrgWyMWH1HBGvoUkDYoRQ,Franciscan Crab Restaurant,"Seafood,American (Traditional)",$31-60,$31-60,"
                                92 out of 100
                            ",164,178,286,485,458,Yes,Full Bar,,No,,No,Yes,Validated,,Yes,Yes,Yes,No,,Touristy,Casual,Average,
bbZXNAr-zs9PAwlu01LTCQ,Albona Ristorante Istriano,Italian,$31-60,$31-60,"
                                90 out of 100
                            ",15,31,53,146,410,Yes,Beer & Wine Only,,No,,,No,"Street, Private Lot",,Yes,Yes,,No,,Intimate,Casual,Quiet,
dJObXrdAWC9k5lZnJ7zu8w,Eagle Cafe,"Seafood,American (New)",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,Garage,,Yes,Yes,,No,,"Casual, Touristy",Casual,Average,
oic-xcRpi-yXG3KZ4go0mg,Chowders,"Seafood,Fish & Chips,Soup",Under $10,Under $10,"
                                94 out of 100
                            ",41,75,176,272,175,Yes,Beer & Wine Only,,No,,,Yes,Garage,,Yes,No,,No,,"Casual, Touristy",Casual,Average,
kWrVV4mS-SLy-Ph_DeJSAg,Crab House at Pier 39,Seafood,$31-60,$31-60,"
                                94 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,No,"Garage, Validated",,Yes,Yes,Yes,No,,Touristy,Casual,Average,
HaAb_L9zVNLjJwrBkSf_Vw,Pier Market Seafood Restaurant,"Seafood,Bars,Sandwiches",$11-30,$11-30,"
                                92 out of 100
                            ",95,121,270,432,465,Yes,Full Bar,,No,,Yes,Yes,"Garage, Validated",,Yes,Yes,,Free,,"Casual, Touristy",,Average,
UVHUFlMM0oV21cBwPyTVSw,Swiss Louis,"Italian,Seafood,Pizza",$11-30,$11-30,"
                                87 out of 100
                            ",118,96,82,96,87,Yes,Full Bar,,Yes,,,Yes,"Garage, Validated",,Yes,Yes,,Free,,Touristy,Casual,Average,
YgbN3ERH8PxBDWCVGVhrHg,Chart House,"Seafood,Steakhouses",$31-60,$31-60,,99,65,55,46,85,Yes,Full Bar,,No,,,No,Garage,,Yes,Yes,,Free,,Touristy,Casual,Average,
f-m7-hyFzkf0HSEeQ2s-9A,Fog Harbor Fish House,"Seafood,Bars",$11-30,$11-30,"
                                87 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,Yes,"Garage, Validated",,Yes,Yes,Yes,Free,,Touristy,Casual,Average,
5r1Ba_v-KvyYXAuGob6QIw,Bubba Gump Shrimp,"Seafood,Southern",$11-30,$11-30,"
                                93 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,,No,Garage,,Yes,Yes,,Free,,"Casual, Touristy",Casual,Loud,
9RQ_BalRSyr928aobIN1CA,Players Sports Grill & Arcade,"American (Traditional),Sports Bars,Arcades",$11-30,$11-30,"
                                94 out of 100
                            ",137,74,74,95,131,Yes,Full Bar,,No,,,Yes,"Garage, Validated",,Yes,Yes,,Free,,"Casual, Touristy",Casual,Loud,
52dNr0tRrwpmumm8Ey5EDg,Queen’s Louisiana Po-Boy Cafe,"Cajun/Creole,Southern,Seafood",$11-30,$11-30,"
                                100 out of 100
                            ",37,54,70,181,193,Yes,Full Bar,,Yes,,No,No,Street,,Yes,,Yes,Free,,Casual,Casual,Average,
4uwaE0ZUetn96x7iqOo4hw,Amoura Restaurant,"Mediterranean,Middle Eastern,Greek",$11-30,$11-30,"
                                79 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Private Lot,,Yes,Yes,Yes,Free,,Classy,Casual,Average,
ASRswba4TekZnxzar15qqg,Bertolucci’s,"Italian,Bars",$11-30,$11-30,"
                                91 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,"Street, Private Lot",,Yes,Yes,,No,,Casual,Casual,Average,
OoNhXN0PzwIyrqG9dF6t2Q,HL Peninsula Restaurant,"Dim Sum,Seafood",$11-30,$11-30,"
                                67 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,No,,,No,Private Lot,,Yes,Yes,Yes,No,,"Casual, Trendy, Classy, Upscale",Casual,Loud,
cwm7FvtHKKeKoe1VPi5biQ,Grand Palace Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                79 out of 100
                            ",68,62,147,245,121,Yes,Beer & Wine Only,,Yes,,No,No,"Garage, Street",,Yes,Yes,,Free,,Casual,Casual,Loud,
h_C5pCDk93d59frlPi3LZw,Ristorante Buon Gusto,"Italian,Bars,Desserts",$11-30,$11-30,"
                                93 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,Yes,,,No,Street,,Yes,Yes,,Free,,Casual,Casual,Average,
k6hzDUhbcDrwuRworXuEKA,Taqueria La Morena,"Mexican,Seafood",Under $10,Under $10,"
                                89 out of 100
                            ",31,24,40,140,139,Yes,Beer & Wine Only,,Yes,,No,No,Street,,Yes,No,,No,,Casual,Casual,Average,
1QPm2ieWgOjQUZGmFTbxjA,Hung To Seafood Restaurant,"Dim Sum,Seafood,Cantonese",$11-30,$11-30,"
                                67 out of 100
                            ",0,0,0,0,0,Yes,Beer & Wine Only,,Yes,,,No,Private Lot,,Yes,Yes,,No,,Casual,Casual,Loud,
CO8A_4PzsVIlvj8z28pq0Q,Houlihan’s Restaurant & Bar,"Bars,American (New)",$11-30,$11-30,"
                                35 out of 100
                            ",0,0,0,0,0,Yes,Full Bar,,No,,No,Yes,Private Lot,,Yes,Yes,,Free,,Casual,Casual,Average,
